Start,Origin time,End,Quality,dV,V_ICME,V_max,B,Dst_min,Vtransit,LASSO CME
2002-09-08 22:00:00,2002/09/08 2000,2002-09-10 21:00:00,2,50,440.0,520.0,9.0,-82,,
2002-09-19 20:00:00,2002/09/19 0600,2002-09-20 21:00:00,2,80,520.0,750.0,5.0,-40,910,2002/09/17 0806
2002-09-30 20:00:00,2002/09/30 0815,2002-10-01 15:00:00,2,70 S,390.0,410.0,23.0,-176,,
2002-10-03 01:00:00,2002/10/02 2210(A),2002-10-04 18:00:00,2,80 S,430.0,520.0,11.0,-146,,
2002-11-17 10:00:00,2002/11/16 2305(A),2002-11-19 12:00:00,2,20 S,380.0,500.0,10.0,-52,,
2002-12-17 18:00:00,2002/12/17 1800,2002-12-19 12:00:00,2,0,380.0,430.0,14.0,-30,,
2002-12-21 03:00:00,2002/12/20 1700,2002-12-22 19:00:00,2,30,440.0,540.0,11.0,-75,,
2003-01-27 01:00:00,2003/01/26 0000,2003-01-28 14:00:00,2,60,500.0,720.0,9.0,-20,,
2003-02-01 19:00:00,2003/02/01 1305(A),2003-02-03 07:00:00,2,340 S,510.0,760.0,11.0,-72,820,2003/01/30 1006
2003-02-18 04:00:00,2003/02/17 2150(A),2003-02-19 16:00:00,1,70 S,600.0,700.0,8.0,-17,,
2003-03-20 12:00:00,2003/03/20 0440,2003-03-20 22:00:00,1,100 S,650.0,810.0,11.0,-64,,
2003-05-09 07:00:00,2003/05/09 0455(A),2003-05-11 00:00:00,2,100 S,680.0,900.0,8.0,-84,,
2003-05-29 13:00:00,2003/05/29 1224,2003-05-29 18:00:00,3,70 S,650.0,680.0,10.0,-49,,
2003-05-30 02:00:00,2003/05/29 1825(A),2003-05-30 16:00:00,3,120 S,600.0,760.0,20.0,-144,999,2003/05/28 0050 H
2003-05-30 22:00:00,2003/05/30 1600(A),2003-06-01 01:00:00,3,220 S,680.0,780.0,7.0,-63,1078,2003/05/29 0127 H
2003-06-15 20:00:00,2003/06/15 1500,2003-06-16 21:00:00,3,80,510.0,590.0,10.0,-68,dg,dg
2003-06-17 10:00:00,2003/06/16 1800,2003-06-18 08:00:00,3,80,480.0,540.0,10.0,-141,650,2003/06/14 0154
2003-07-23 14:00:00,2003/07/23 1400,2003-07-24 16:00:00,2,90,430.0,500.0,6.0,-26,,
2003-08-04 22:00:00,2003/08/04 1700,2003-08-06 02:00:00,2,0,440.0,500.0,9.0,-60,,
2003-08-16 02:00:00,2003/08/15 1200,2003-08-17 16:00:00,2,70,490.0,620.0,7.0,-11,,
2003-08-18 01:00:00,2003/08/17 1421,2003-08-19 15:00:00,1,80 S,450.0,530.0,18.0,-148,630,2003/08/14 2006 H?
2003-10-22 02:00:00,2003/10/21 2200,2003-10-24 15:00:00,2,100,520.0,740.0,9.0,-61,,
2003-10-24 21:00:00,2003/10/24 1524,2003-10-25 12:00:00,2,140 S,560.0,600.0,21.0,-36,760,2003/10/22 0830
2003-10-25 14:00:00,2003/10/25 1100,2003-10-26 04:00:00,3,40,490.0,610.0,13.0,-49,,(p)
2003-10-26 22:00:00,2003/10/26 1908,2003-10-28 00:00:00,2,90 S,470.0,540.0,10.0,-52,,
2003-10-28 02:30:00,2003/10/28 0206,2003-10-28 09:00:00,1,130 S,610.0,620.0,19.0,-32,1331,2003/10/26 1754
2003-10-29 11:00:00,2003/10/29 0611,2003-10-30 03:00:00,2,900 S,1300.0,1900.0,32.0,-353,2185,2003/10/28 1130 H
2003-10-31 02:00:00,2003/10/30 1619(A),2003-11-02 00:00:00,2,750 S,800.0,1700.0,9.0,-383,2138,2003/10/29 2054 H
2003-11-20 10:00:00,2003/11/20 0803,2003-11-21 08:00:00,2,240 S,580.0,700.0,28.0,-422,886,2003/11/18 0850 H
2004-01-10 06:00:00,2004/01/09 1500,2004-01-11 05:00:00,2,60,560.0,620.0,10.0,-45,,
2004-01-22 08:00:00,2004/01/22 0137,2004-01-23 17:00:00,2,200 S,560.0,680.0,12.0,-130,850,2004/01/20 0006 H
2004-01-23 23:00:00,2004/01/23 1425(A),2004-01-25 04:00:00,2,60 S,490.0,550.0,10.0,-81,720,2004/01/21 0454 H
2004-02-17 18:00:00,2004/02/17 1800,2004-02-18 16:00:00,2,0,440.0,460.0,8.0,-24,,
2004-04-03 14:00:00,2004/04/03 0900(A),2004-04-05 18:00:00,1,40 S,440.0,520.0,15.0,-117,560,dg (2004/03/31 1036)
2004-04-26 17:00:00,2004/04/26 1604,2004-04-27 20:00:00,2,50,460.0,500.0,6.0,0,dg,dg
2004-05-01 00:00:00,2004/04/30 1300,2004-05-01 12:00:00,2,40,430.0,450.0,9.0,-34,dg,dg
2004-05-01 15:00:00,2004/05/01 1200,2004-05-02 21:00:00,2,30,400.0,430.0,9.0,-13,dg,dg
2004-07-22 18:00:00,2004/07/22 1036,2004-07-24 08:00:00,2,90 S,560.0,670.0,11.0,-99,920,2004/07/20 1331 H
2004-07-24 14:00:00,2004/07/24 0613,2004-07-25 15:00:00,2,90 S,560.0,610.0,20.0,-136,890,2004/07/22 0731
2004-07-25 20:00:00,2004/07/25 1500,2004-07-26 22:00:00,2,110,640.0,680.0,6.0,,890,2004/07/23 1606 H
2004-07-27 02:00:00,2004/07/26 2249,2004-07-27 22:00:00,1,300 S,870.0,1000.0,16.0,-170,1302,2004/07/25 1454 H
2004-08-01 09:00:00,2004/08/01 0100,2004-08-02 04:00:00,3,40,440.0,520.0,6.0,-33,,
2004-08-29 19:00:00,2004/08/29 0909(W),2004-08-30 22:00:00,1,40 S,390.0,440.0,12.0,-129,,
2004-09-14 15:00:00,2004/09/13 2003,2004-09-16 12:00:00,3W,110 S,550.0,600.0,6.0,-38,960,2004/09/12 0036 H
2004-09-18 12:00:00,2004/09/17 2100,2004-09-20 00:00:00,3,20,400.0,500.0,6.0,-33,500,2004/09/14 1010 H
2004-11-07 22:00:00,2004/11/07 1827,2004-11-09 10:00:00,1,140 S,630.0,720.0,18.0,-374,720,2004/11/04 2330
2004-11-09 20:00:00,2004/11/09 1825(W),2004-11-11 23:00:00,1,170 S,640.0,810.0,14.0,-263,830,2004/11/07 1654 H
2004-11-12 08:00:00,2004/11/11 1710,2004-11-13 23:00:00,2,60,520.0,670.0,7.0,-92,1080,2004/11/10 0226 H
2004-12-12 22:00:00,2004/12/11 1340,2004-12-13 19:00:00,2,60,400.0,580.0,13.0,-56,640,2004/12/8 2026 H
2004-12-27 16:00:00,2004/12/27 0500,2004-12-29 02:00:00,3,80,440.0,560.0,7.0,-47,dg,dg
2005-01-07 15:00:00,2005/01/07 0922,2005-01-08 12:00:00,2,60,520.0,570.0,17.0,-93,550,(2005/01/04 0616 )
2005-01-08 21:00:00,2005/01/08 1700,2005-01-09 18:00:00,2,40,460.0,520.0,9.0,,570,2005/01/05 1530 H
2005-01-16 14:00:00,2005/01/16 1100,2005-01-17 07:00:00,3,80,520.0,580.0,8.0,-65,640,2005/01/13 1754 H
2005-01-18 23:00:00,2005/01/18 2100,2005-01-20 03:00:00,1,,800.0,960.0,12.0,-80,1170,2005/01/17 0930 H
2005-01-21 19:00:00,2005/01/21 1711,2005-01-22 17:00:00,2,340 S,810.0,960.0,19.0,-97,1210,2005/01/20 0654 H
2005-01-31 14:00:00,2005/01/31 0900,2005-02-02 09:00:00,2,120,560.0,660.0,8.0,-28,,
2005-02-18 14:00:00,2005/02/17 2200(S),2005-02-19 06:00:00,1,50,530.0,580.0,6.0,-80,,
2005-02-20 12:00:00,2005/02/20 1200,2005-02-22 07:00:00,3,0,410.0,440.0,5.0,-43,500,2005/02/17 0006 H
2005-02-22 14:00:00,2005/02/22 1000,2005-02-23 19:00:00,3,30,380.0,400.0,9.0,-2,,
2005-05-15 06:00:00,2005/05/15 0238,2005-05-19 00:00:00,2,400 S,630.0,950.0,15.0,-247,1270,2005/05/13 1712 H
2005-05-20 03:00:00,2005/05/20 0300,2005-05-22 02:00:00,2,30,430.0,480.0,10.0,-83,488,2005/05/16 1350
2005-05-29 03:00:00,2005/05/28 0436,2005-05-29 15:00:00,2,60 S,400.0,490.0,11.0,-33,,
2005-05-30 01:00:00,2005/05/29 0952,2005-05-30 23:00:00,2,130 S,460.0,540.0,15.0,-113,630,2005/05/26 1506 H
2005-05-31 04:00:00,2005/05/30 2300,2005-06-01 03:00:00,3,30,460.0,490.0,4.0,,430,2005/05/26 2126
2005-06-12 15:00:00,2005/06/12 0745,2005-06-13 13:00:00,2,80,480.0,510.0,14.0,-106,650,2005/06/09 1436
2005-06-15 05:00:00,2005/06/14 1835,2005-06-16 09:00:00,2,100 S,480.0,560.0,9.0,-34,,
2005-06-16 17:00:00,2005/06/16 0847,2005-06-17 19:00:00,3,230 S,600.0,680.0,7.0,-40,,
2005-07-10 10:00:00,2005/07/10 0337,2005-07-12 04:00:00,2,80 S,430.0,480.0,12.0,-92,720,2005/07/07 1706
2005-07-17 14:00:00,2005/07/17 0134,2005-07-18 23:00:00,2,50 S,420.0,500.0,8.0,-67,,
2005-08-09 00:00:00,2005/08/09 0000,2005-08-09 19:00:00,2,40,480.0,520.0,6.0,-23,477,2005/08/05 0854
2005-08-10 06:00:00,2005/08/10 0600,2005-08-10 11:00:00,2,20,440.0,460.0,8.0,-47,,
2005-08-24 00:00:00,2005/08/23 2000,2005-08-24 11:00:00,3,30,440.0,460.0,20.0,-2,,
2005-08-24 14:00:00,2005/08/24 0613,2005-08-24 23:00:00,3,100 S,660.0,710.0,20.0,-216,790,2005/08/22 0131H
2005-09-02 18:00:00,2005/09/02 1419,2005-09-03 04:00:00,2,110 S,650.0,680.0,10.0,-60,840,2005/08/31 1130
2005-09-11 05:00:00,2005/09/11 0114,2005-09-12 07:00:00,2,300 S,900.0,1100.0,10.0,-139,1423,2005/09/09 1948
2005-09-12 20:00:00,2005/09/12 0605(A),2005-09-13 13:00:00,2,230 S,750.0,980.0,7.0,-88,,
2005-09-13 16:00:00,2005/09/13 0900,2005-09-14 08:00:00,3,60,630.0,740.0,5.0,-86,,
2005-09-15 06:00:00,2005/09/15 0600,2005-09-16 18:00:00,3,0,680.0,860.0,7.0,-80,,
2005-09-20 18:00:00,2005/09/20 1800,2005-09-21 18:00:00,2W,0,350.0,390.0,6.0,-33,,
2005-10-31 02:00:00,2005/10/31 0200,2005-10-31 19:00:00,2,20,360.0,400.0,11.0,-74,,
2005-12-31 04:00:00,2005/12/31 0000,2006-01-01 17:00:00,2,30,480.0,580.0,8.0,-30,,
2006-02-05 20:00:00,2006/02/05 2000,2006-02-06 12:00:00,2,30,340.0,360.0,10.0,-22,,
2006-04-13 15:00:00,2006/04/13 1141(S),2006-04-14 07:00:00,2,120,520.0,550.0,18.0,-98,540,2006/04/10 0606?
2006-04-14 13:00:00,2006/04/14 1300,2006-04-14 21:00:00,2,20,500.0,540.0,9.0,,,
2006-07-10 21:00:00,2006/07/09 2136,2006-07-11 19:00:00,1,100 S,380.0,430.0,8.0,-27,488,2006/07/06 0854 H
2006-08-20 13:00:00,2006/08/19 1131,2006-08-21 16:00:00,2,90 S,400.0,470.0,8.0,-79,620,2006/08/16 1630 H
2006-08-30 20:00:00,2006/08/30 2000,2006-09-01 07:00:00,3,0,400.0,440.0,8.0,-35,440,2006/08/26 2057
2006-09-30 08:00:00,2006/09/30 0300,2006-09-30 20:00:00,3,90,400.0,440.0,15.0,-21,,
2006-11-01 17:00:00,2006/11/01 1700,2006-11-02 14:00:00,3W,0,380.0,410.0,5.0,-28,,
2006-11-18 10:00:00,2006/11/18 1000,2006-11-20 02:00:00,3W,30,400.0,430.0,9.0,-20,,
2006-11-29 05:00:00,2006/11/28 1300,2006-11-30 10:00:00,3,20,420.0,500.0,12.0,-66,,
2006-12-14 22:00:00,2006/12/14 1414,2006-12-15 13:00:00,1,320 S,740.0,900.0,13.0,-162,1180,2006/12/13 0254 H
2006-12-15 20:00:00,2006/12/15 2000,2006-12-16 19:00:00,2,90,620.0,650.0,3.0,,,
2006-12-17 00:00:00,2006/12/16 1755,2006-12-17 17:00:00,3,70 S,580.0,680.0,4.0,-56,980,2006/12/14 2230 H
2007-01-14 12:00:00,2007/01/14 1248,2007-01-15 07:00:00,1,60,360.0,380.0,12.0,-18,,
2007-11-19 23:00:00,2007/11/19 1811,2007-11-20 12:00:00,1,30,460.0,480.0,18.0,-59,437,2007/11/15 1806 H?
2008-09-17 04:00:00,2008/09/17 0000,2008-09-18 08:00:00,2,10,400.0,490.0,6.0,-20,,
2008-12-04 12:00:00,2008/12/04 0400,2008-12-05 11:00:00,3,40,390.0,510.0,7.0,-26,,
2008-12-17 03:00:00,2008/12/16 1159,2008-12-17 14:00:00,3,30,350.0,380.0,9.0,-15,350,2008/12/12 0854
,,,,,,,,,,
2009-01-19 02:00:00,2009/01/18 2100,2009-01-19 05:00:00,2,40,430.0,450.0,12.0,-6,,
2009-01-26 10:00:00,2009/01/25 2224,2009-01-26 15:00:00,3W,50,340.0,380.0,10.0,-29,,
2009-02-04 00:00:00,2009/02/03 2000,2009-02-04 16:00:00,2,40,360.0,380.0,10.0,-42,,
2009-06-04 02:00:00,2009/06/03 1600,2009-06-05 16:00:00,3W,20,310.0,330.0,5.0,-21,,
2009-06-27 16:00:00,2009/06/27 1400,2009-06-28 16:00:00,2,30,390.0,420.0,7.0,-5,320,2009/06/22 0415 W
2009-07-21 01:00:00,2009/07/20 1400,2009-07-22 04:00:00,2,20,330.0,350.0,8.0,-83,300,2009/07/15 0430 W
2009-09-30 06:00:00,2009/09/30 0100,2009-10-01 00:00:00,3,50,340.0,360.0,7.0,-7,380,2009/09/25 1200 W
2009-10-29 05:00:00,2009/10/29 0500,2009-10-29 23:00:00,3,20,370.0,390.0,11.0,0,,
2009-11-14 10:00:00,2009/11/13 2000,2009-11-15 00:00:00,2,20,310.0,330.0,7.0,-17,,
2009-12-12 20:00:00,2009/12/12 0651,2009-12-13 22:00:00,2,30,270.0,300.0,6.0,-2,280,2009 12/06 0230 W
2009-12-19 13:00:00,2009/12/19 1000,2009-12-20 17:00:00,3W,20,380.0,430.0,4.0,-2,536,2009/12/16 0430 H
,,,,,,,,,,
2010-01-01 22:00:00,2010/01/01 2200,2010-01-03 10:00:00,1,10,290.0,310.0,7.0,-4,,
2010-02-07 18:00:00,2010/02/07 1700,2010-02-08 22:00:00,1,20,370.0,410.0,9.0,-22,,
2010-02-11 08:00:00,2010/02/11 0000,2010-02-12 03:00:00,3,70,360.0,380.0,7.0,-7,450,2010/02/07 0354 H
2010-02-19 15:00:00,2010/02/19 1500,2010-02-20 18:00:00,2,0,440.0,500.0,6.0,-11,,
2010-02-21 00:00:00,2010/02/21 0000,2010-02-22 00:00:00,2,0,370.0,380.0,7.0,-6,,
2010-02-22 13:00:00,2010/02/22 1300,2010-02-22 22:00:00,2,10,360.0,370.0,7.0,-16,,
2010-04-05 12:00:00,2010/04/05 0826,2010-04-06 14:00:00,1,200,640.0,790.0,9.0,-81,910,2010/04/03 1033 HDW
2010-04-09 18:00:00,2010/04/09 1800,2010-04-10 16:00:00,3W,30,430.0,470.0,4.0,-31,,
2010-04-12 01:00:00,2010/04/11 1304,2010-04-12 15:00:00,1,60,410.0,460.0,11.0,-67,520,2010/04/08 0454
2010-04-30 06:00:00,2010/04/30 0600,2010-05-01 12:00:00,3,20,380.0,400.0,4.0,-13,,
2010-05-28 19:00:00,2010/05/28 0258,2010-05-29 17:00:00,2,60,360.0,390.0,14.0,-80,500,2010/05/24 1406
2010-06-21 06:00:00,2010/06/20 2000,2010-06-22 14:00:00,2,20,360.0,410.0,6.0,-11,380,2010 06/16 0635 W
2010-08-04 10:00:00,2010/08/03 1741,2010-08-05 00:00:00,2,140,530.0,590.0,9.0,-74,740,2010 08/01 0845 DW
2010-10-31 05:00:00,2010/10/30 1015,2010-11-01 21:00:00,3,30,340.0,380.0,9.0,-11,400,2010 10/26 0200 W
2010-12-28 03:00:00,2010/12/28 0300,2010-12-28 15:00:00,2,0,350.0,360.0,10.0,-43,,
2011-01-24 10:00:00,2011/01/24 0700,2011-01-25 12:00:00,2,30,350.0,400.0,7.0,-14,,
2011-02-04 13:00:00,2011/02/04 1300,2011-02-04 20:00:00,2,20,430.0,470.0,15.0,-63,,
2011-02-18 19:00:00,2011/02/18 0130,2011-02-20 08:00:00,2,130,470.0,600.0,10.0,-32,590,2011/02/15 0236 HDW
2011-03-06 09:00:00,2011/03/06 0331,2011-03-08 06:00:00,3,50,430.0,530.0,6.0,-27,600,2011/03/03 0548
2011-03-29 23:00:00,2011/03/29 1602,2011-03-31 04:00:00,2,50,360.0,390.0,12.0,-4,360,"2011 03/24, 1900 W"
2011-05-28 05:00:00,2011/05/28 0100,2011-05-28 21:00:00,1,60,510.0,540.0,11.0,-80,450,"2011 05/25, 0420 W"
2011-06-05 02:00:00,2011/06/04 2045,2011-06-05 19:00:00,1,120,510.0,560.0,12.0,-45,680,2011 06/02 0745 DW
2011-06-17 05:00:00,2011/06/17 0241,2011-06-17 13:00:00,2,80,500.0,550.0,9.0,-5,610,"2011 06/14, 0610 DW"
2011-07-06 17:00:00,2011/07/06 0258,2011-07-07 12:00:00,2,30,360.0,410.0,5.0,-28,,
2011-07-15 04:00:00,2011/07/14 1200,2011-07-16 15:00:00,2,40,410.0,530.0,4.0,-17,,
2011-08-05 05:00:00,2011/08/04 2153,2011-08-05 14:00:00,3,70,430.0,440.0,5.0,-15,670,2011/08/02 0636 HD
2011-08-06 22:00:00,2011/08/05 1751,2011-08-07 22:00:00,1,180,540.0,610.0,4.0,-115,1100,2011/08/04 0412 HD
2011-09-08 10:00:00,2011/09/08 1000,2011-09-09 12:00:00,2,0,320.0,340.0,2.0,-7,,
2011-09-10 03:00:00,2011/09/09 1242,2011-09-10 15:00:00,2,150,470.0,530.0,14.0,-75,680,2011/09/06 2305 D
2011-09-16 19:00:00,2011/09/16 1900,2011-09-17 05:00:00,2,10,390.0,420.0,4.0,-16,,
2011-09-17 14:00:00,2011/09/17 0343,2011-09-18 06:00:00,2,70,430.0,590.0,11.0,-72,540,2011/09/13 2210 DW
2011-09-18 12:00:00,2011/09/18 1000,2011-09-18 21:00:00,1,40,440.0,480.0,5.0,-30,,
2011-09-22 15:00:00,2011/09/22 0300,2011-09-23 03:00:00,3,20,390.0,420.0,5.0,-29,600,2011/09/19 0600 D
2011-09-26 20:00:00,2011/09/26 1234,2011-09-28 15:00:00,2,130,580.0,700.0,7.0,-118,870,2011/09/24 1248 D
2011-10-05 10:00:00,2011/10/05 0736,2011-10-05 22:00:00,2,90,450.0,460.0,12.0,-43,530,2011/10/02 0100 DW
2011-10-06 12:00:00,2011/10/06 1200,2011-10-06 23:00:00,1,10,370.0,380.0,11.0,-22,,
2011-10-07 02:00:00,2011/10/07 0247,2011-10-07 17:00:00,3,0,380.0,390.0,4.0,-33,,
2011-10-22 21:00:00,2011/10/22 2100,2011-10-23 16:00:00,3,0,290.0,310.0,6.0,-7,,
2011-10-24 22:00:00,2011/10/24 1831,2011-10-25 16:00:00,2,150,460.0,510.0,21.0,-147,630,2011/10/22 0005 W
2011-10-31 01:00:00,2011/10/30 1001,2011-10-31 15:00:00,3,30,410.0,420.0,6.0,-29,430,2011/10/26 1000 D
2011-11-02 01:00:00,2011/11/01 0907,2011-11-03 04:00:00,3,70,380.0,430.0,6.0,-66,350,2011/10/27 1200 H
2011-11-07 17:00:00,2011/11/07 1500,2011-11-07 23:00:00,2,20,330.0,350.0,10.0,-5,,
2011-11-13 10:00:00,2011/11/12 0559,2011-11-15 02:00:00,3,80,370.0,460.0,5.0,-13,650,2011/11/09 1330 D
2011-11-29 00:00:00,2011/11/28 2150,2011-11-29 08:00:00,3,100,450.0,510.0,15.0,-25,670,2011/11/26 0700 HD
2011-12-02 18:00:00,2011/12/02 1717,2011-12-03 07:00:00,3,0,400.0,420.0,7.0,-14,,
2011-12-25 02:00:00,2011/12/25 0200,2011-12-25 17:00:00,2,0,360.0,370.0,4.0,-7,,
2011-12-29 22:00:00,2011/12/29 2200,2011-12-30 09:00:00,3,0,400.0,420.0,7.0,-16,,2011/12/26?
,,,,,,,,,,
2012-01-21 06:00:00,2012/01/21 0501,2012-01-22 08:00:00,2,30,320.0,330.0,10.0,-10,650,2012/01/18 1224
2012-01-22 23:00:00,2012/01/22 0611,2012-01-23 07:00:00,3,50,450.0,460.0,9.0,-71,670,2012/01/19 1436 HD
2012-02-14 21:00:00,2012/02/14 0700,2012-02-16 06:00:00,3,40,370.0,400.0,9.0,-67,,
2012-02-16 14:00:00,2012/02/16 0700,2012-02-18 00:00:00,3,20,320.0,380.0,5.0,-22,,
2012-02-27 19:00:00,2012/02/26 2139,2012-02-28 16:00:00,3,80,440.0,490.0,13.0,-57,620,2012 02/24 0225 WD
2012-02-29 05:00:00,2012/02/29 0500,2012-03-01 00:00:00,3,20,440.0,450.0,7.0,-22,,
2012-03-02 21:00:00,2012/03/02 2100,2012-03-04 02:00:00,3,0,390.0,420.0,6.0,-50,,
2012-03-06 08:00:00,2012/03/06 0800,2012-03-06 15:00:00,3W,0,370.0,380.0,11.0,-23,680-920,"2012/03/03 1836, 2012/03/04 0500, 1100H D"
2012-03-09 03:00:00,2012/03/08 1103,2012-03-11 07:00:00,2,270,550.0,890.0,7.0,-145,1220,2012/03/07 0024 HD
2012-03-15 17:00:00,2012/03/15 1306,2012-03-16 10:00:00,3,170,680.0,760.0,9.0,-88,960,2012/03/13 1736 HD
2012-04-23 17:00:00,2012/04/23 0320,2012-04-24 05:00:00,1,60,370.0,390.0,13.0,-120,,
2012-04-26 00:00:00,2012/04/25 1700,2012-04-27 18:00:00,3,70,540.0,710.0,5.0,-57,,
2012-05-16 16:00:00,2012/05/16 1600,2012-05-17 22:00:00,2,0,370.0,390.0,10.0,-39,370,2012/05/12 0000 H
2012-06-08 10:00:00,2012/06/08 0700,2012-06-10 14:00:00,2,30,480.0,600.0,5.0,-12,,
2012-06-16 23:00:00,2012/06/16 2019,2012-06-17 12:00:00,1,80,440.0,510.0,28.0,-86,770,2012/06/14 1412 HWD
2012-07-05 00:00:00,2012/07/04 1900,2012-07-06 08:00:00,3,50,470.0,540.0,8.0,-19,730,2012/07/02 0836 H
2012-07-09 00:00:00,2012/07/08 0800,2012-07-09 14:00:00,2,20,410.0,450.0,12.0,-78,480,2012/07/04 1724 HD
2012-07-15 06:00:00,2012/07/14 1809,2012-07-17 05:00:00,1,220,490.0,670.0,16.0,-139,850,2012/07/12 1648 HD
2012-07-22 11:00:00,2012/07/21 1612,2012-07-23 16:00:00,3,50,460.0,520.0,5.0,-28,,
2012-09-01 07:00:00,2012/09/01 0600,2012-09-03 15:00:00,2,20,310.0,330.0,8.0,-69,,
2012-09-04 11:00:00,2012/09/03 1213,2012-09-05 02:00:00,2,120,430.0,440.0,9.0,-61,650,2012/08/31 2000 HD
2012-09-05 06:00:00,2012/09/04 2245,2012-09-05 18:00:00,2,40,500.0,540.0,10.0,-64,610,2012/09/02 0309 HD
2012-09-06 02:00:00,2012/09/06 0200,2012-09-06 15:00:00,1,0,420.0,420.0,10.0,-32,,
2012-09-30 14:00:00,2012/09/30 1131,2012-09-30 20:00:00,3,30,310.0,310.0,8.0,-39,700?,2012/09/28 0012 HD?
2012-10-01 00:00:00,2012/09/30 2305,2012-10-02 00:00:00,3,70,370.0,410.0,14.0,-122,590,2012/09/28 0000 H
2012-10-02 22:00:00,2012/10/02 2200,2012-10-03 06:00:00,3,0,320.0,320.0,6.0,-32,490,2012/09/29 0912 D
2012-10-08 18:00:00,2012/10/08 0516,2012-10-09 12:00:00,1,70,390.0,420.0,16.0,-107,560,2012/10/05 0248 D
2012-10-12 22:00:00,2012/10/12 1900,2012-10-13 10:00:00,2,40,490.0,530.0,11.0,-90,,
2012-11-01 00:00:00,2012/10/31 1538,2012-11-02 03:00:00,1,70,340.0,370.0,11.0,-65,440,2012/10/27 1624 HD
2012-11-09 03:00:00,2012/11/09 0300,2012-11-09 15:00:00,2,0,370.0,380.0,2.0,+1,,
2012-11-13 08:00:00,2012/11/12 2311,2012-11-14 03:00:00,1,50,380.0,460.0,21.0,-108,530,2012/11/09 1512 D
2012-11-24 12:00:00,2012/11/23 2152,2012-11-25 10:00:00,2,70,380.0,410.0,12.0,-40,770,2012/11/21 1600 HD
2012-11-26 12:00:00,2012/11/26 0512,2012-11-28 05:00:00,3,90,450.0,530.0,6.0,-8,660,2012/11/23 1336 HD
2012-11-28 18:00:00,2012/11/28 1800,2012-11-29 14:00:00,3,20,360.0,380.0,4.0,-1,,
2012-12-14 07:00:00,2012/12/14 0200,2012-12-14 17:00:00,3,30,330.0,330.0,7.0,+9,,
,"Disturbance Y/M/D (UT) (a) ICME Plasma/Field Start, End Y/M/D (UT) (b) Comp. Start, End (Hrs wrt. Plasma/ Field) (c) MC Start, End (Hrs wrt. Plasma/ Field) (d) BDE? (e) BIF? (f) Qual. (g) dV (km/s) (h) V_ICME (km/s) (i) V_max (km/s) (j) B (nT) (k) MC? (l) Dst (nT) (m) V_transit (km/s) (n) LASCO CME Y/M/D (UT) (o)",,,,,,,,,
2013-01-17 16:00:00,2013/01/17 1600,2013-01-18 12:00:00,2,0,390.0,400.0,12.0,-52,420,2013/01/13 0724 D
2013-01-19 00:00:00,2013/01/18 1237,2013-01-19 17:00:00,2,40,430.0,460.0,5.0,-25,,
2013-02-14 08:00:00,2013/02/13 1700,2013-02-16 14:00:00,3,20,360.0,400.0,4.0,-37,,
2013-02-17 10:00:00,2013/02/16 1209,2013-02-17 19:00:00,2,60,360.0,410.0,7.0,-40,,
2013-03-17 15:00:00,2013/03/17 0559,2013-03-19 16:00:00,1,230,520.0,720.0,9.0,-132,890,2013/03/15 0712 HD
2013-03-20 18:00:00,2013/03/20 1700,2013-03-20 22:00:00,3,110,520.0,640.0,9.0,-39,,
2013-04-14 17:00:00,2013/04/13 2254,2013-04-15 23:00:00,2,100,410.0,520.0,9.0,-6,660,2013/04/11 0724 HD
2013-04-30 12:00:00,2013/04/30 0949,2013-05-01 07:00:00,1,50,400.0,430.0,10.0,-47,,
2013-05-01 11:00:00,2013/05/01 0900,2013-05-01 18:00:00,2,30,430.0,460.0,10.0,-72,,
2013-05-25 23:00:00,2013/05/25 2000,2013-05-26 22:00:00,1,140,660.0,750.0,7.0,-47,,
2013-06-06 14:00:00,2013/06/06 0255,2013-06-08 00:00:00,1,30,430.0,510.0,11.0,-78,,
2013-06-08 10:00:00,2013/06/08 0600,2013-06-08 20:00:00,2,20,430.0,450.0,3.0,-20,,
2013-06-28 02:00:00,2013/06/27 1438,2013-06-29 12:00:00,1,70,390.0,450.0,10.0,-102,470,2013/06/23 2236
2013-07-05 01:00:00,2013/07/05 0100,2013-07-07 16:00:00,2,10,350.0,370.0,10.0,-87,540,2013/07/01 2024 D
2013-07-13 05:00:00,2013/07/12 1714,2013-07-15 00:00:00,1,60,430.0,500.0,13.0,-81,563,2013/07/09 1512 HD
2013-08-21 08:00:00,2013/08/20 2227,2013-08-21 14:00:00,3,30,460.0,470.0,7.0,-26,,
2013-08-23 20:00:00,2013/08/22 1926,2013-08-25 03:00:00,3,40,470.0,570.0,6.0,-40,700,2013/08/20 0812 HD
2013-08-25 03:00:00,2013/08/24 0003(S),2013-08-26 03:00:00,3,30,400.0,520.0,4.0,-29,620,2013/08/21 0512 D
2013-10-02 23:00:00,2013/10/02 0154,2013-10-03 22:00:00,1,220,470.0,630.0,7.0,-72,800,2013/09/29 2145 D
2013-10-09 09:00:00,2013/10/08 2020,2013-10-11 00:00:00,1,100,480.0,650.0,6.0,-69,780,2013/10/06 1443 HD
2013-11-08 22:00:00,2013/11/08 2200,2013-11-09 07:00:00,3,0,420.0,460.0,12.0,-80,,
